accession,domain_number,subaccession,domain_begin,domain_end
PF18519,Sgf11_N,G0VCL5,6,44
PF18519,Sgf11_N,G0WBK1,6,44
PF18519,Sgf11_N,J8TXF4,6,44
PF18519,Sgf11_N,SGF11,6,44
PF18519,Sgf11_N,G8ZNS6,3,41
PF18519,Sgf11_N,C5DIC9,4,41
PF18519,Sgf11_N,A0A0C7N5Y2,4,42
PF18519,Sgf11_N,SGF11,6,43
PF18519,Sgf11_N,SGF11,5,43
PF18519,Sgf11_N,G8JQA8,11,49
PF18519,Sgf11_N,SGF11,11,49
PF16050,CDC73_N,H2ZI58,1,305
PF16050,CDC73_N,H2XUU5,1,303
PF16050,CDC73_N,T1EDA8,1,308
PF16050,CDC73_N,E9H193,1,319
PF16050,CDC73_N,A0A8R2B5A5,1,293
PF16050,CDC73_N,A0A8R2C732,1,294
PF16050,CDC73_N,Q5TNB0,1,296
PF16050,CDC73_N,B4NA75,1,302
PF16050,CDC73_N,T1GX87,1,297
PF16050,CDC73_N,E0VPB3,1,291
PF16050,CDC73_N,F1SAB0,1,297
PF16050,CDC73_N,A7SKC9,1,296
PF16050,CDC73_N,B3RNI8,1,298
PF16050,CDC73_N,F2UG61,5,293
PF13372,Alginate_exp,C1ACQ3,115,515
PF13372,Alginate_exp,Q63N53,55,443
PF13372,Alginate_exp,Q8P916,70,457
PF13372,Alginate_exp,Q89MD1,82,472
PF13372,Alginate_exp,Q6N800,84,470
PF13372,Alginate_exp,Q2YAI1,166,558
PF13372,Alginate_exp,B9TB08,16,474
PF13372,Alginate_exp,Q2YBQ5,160,567
PF13372,Alginate_exp,A1VPA8,72,479
PF13372,Alginate_exp,ALGE,39,485
PF13372,Alginate_exp,ALGE,30,488
PF13372,Alginate_exp,ALGE,30,487
PF27119,Phage_YdaY,A0AAE7WM74,37,138
PF27119,Phage_YdaY,W8VUR7,36,143
PF27119,Phage_YdaY,A0A099T4A7,26,119
PF27119,Phage_YdaY,A0A9X4DZI7,45,150
PF27119,Phage_YdaY,A0A7X2KZT0,42,144
PF27119,Phage_YdaY,A0A2D2M5I4,32,146
PF27119,Phage_YdaY,A0A089WMI7,32,146
PF27119,Phage_YdaY,A0A9E7E3F3,35,148
PF27119,Phage_YdaY,A0A482MEM6,46,159
PF27119,Phage_YdaY,A0A0J8YF47,29,142
PF27119,Phage_YdaY,A0A085JGV6,29,142
PF27119,Phage_YdaY,A0A1B1P9F7,32,138
PF27119,Phage_YdaY,N8ZSY6,31,136
PF27119,Phage_YdaY,A0A0J0YT15,33,138
PF27119,Phage_YdaY,A0A1B2LZ45,35,143
PF27119,Phage_YdaY,A0A220VZA6,35,147
PF27119,Phage_YdaY,A0A241VX62,35,143
PF27119,Phage_YdaY,A0AAF0BD61,35,148
PF27119,Phage_YdaY,A0AA49H6K7,35,148
PF27119,Phage_YdaY,U1YII5,31,138
PF27119,Phage_YdaY,A0A2U1CS04,31,138
PF27119,Phage_YdaY,A0A4S1E474,31,138
PF27119,Phage_YdaY,A0A1U9JXN3,31,138
PF27119,Phage_YdaY,A0A0C5E4D6,31,137
PF27119,Phage_YdaY,Q87XX5,6,112
PF27119,Phage_YdaY,A0A6M3TDZ7,31,137
PF27119,Phage_YdaY,A0A973XF48,35,136
PF27119,Phage_YdaY,B8IIM6,35,138
PF27119,Phage_YdaY,B8ITN1,35,138
PF27119,Phage_YdaY,A0AAE7Y8F6,45,144
PF27119,Phage_YdaY,A0A6G5QAN6,61,162
PF27119,Phage_YdaY,K2JAW5,35,136
PF27119,Phage_YdaY,G2KLQ7,34,135
PF27119,Phage_YdaY,A0A2V3U442,39,139
PF27119,Phage_YdaY,A0A0M6Y9T6,32,130
PF27119,Phage_YdaY,A0A1W6DWM3,31,133
PF27119,Phage_YdaY,A0AA49CM05,34,130
PF27119,Phage_YdaY,A0A1V0DY90,37,133
PF27119,Phage_YdaY,A0A9E7N7X1,38,137
PF27119,Phage_YdaY,A0A976RZZ1,35,140
PF27119,Phage_YdaY,A0A385EEK1,35,140
PF10524,NfI_DNAbd_pre-N,A7RT45,7,47
PF10524,NfI_DNAbd_pre-N,B4R2E2,24,64
PF10524,NfI_DNAbd_pre-N,NFI1,66,106
PF10524,NfI_DNAbd_pre-N,B0WQB6,13,53
PF01284,MARVEL,CKLF6,33,154
PF01284,MARVEL,CKLF5,29,152
PF01284,MARVEL,PLP2,19,132
PF01284,MARVEL,PLP2,19,131
PF01284,MARVEL,H2QM87,40,160
PF01284,MARVEL,CKLF,13,127
PF01284,MARVEL,CKLF2,82,198
PF01284,MARVEL,CLF2B,35,151
PF01284,MARVEL,OCLN,38,244
PF01284,MARVEL,OCLN,42,242
PF01284,MARVEL,OCLN,48,247
PF01284,MARVEL,NCE2,8,147
PF01284,MARVEL,Q6CC67,3,142
PF01284,MARVEL,A3LZS1,3,141
PF01284,MARVEL,A5DZR5,3,141
PF01284,MARVEL,A5DEX7,3,141
PF01284,MARVEL,Q6BW56,3,141
PF01284,MARVEL,A7TRD3,3,141
PF01284,MARVEL,FHN1,3,140
PF01284,MARVEL,NCE2,3,140
PF01284,MARVEL,Q6FKV0,3,140
PF01284,MARVEL,Q6FPZ8,3,141
PF01284,MARVEL,Q753K0,3,140
PF01284,MARVEL,Q6CQL1,3,140
PF01284,MARVEL,Q0V4R6,7,197
PF01284,MARVEL,Q5ATF8,2,165
PF01284,MARVEL,A1C5S2,2,156
PF01284,MARVEL,Q2H380,3,168
PF01284,MARVEL,Q7S8H8,3,169
PF01284,MARVEL,Q1K6H5,2,147
PF01284,MARVEL,A7EYJ0,3,139
PF01284,MARVEL,A0A7U2F540,4,144
PF01284,MARVEL,Q0CDN4,4,145
PF01284,MARVEL,A2QGX8,4,145
PF01284,MARVEL,A1CYK1,4,145
PF01284,MARVEL,A6R6A8,9,127
PF01284,MARVEL,A7EEJ3,3,132
PF01284,MARVEL,Q2GNW8,8,120
PF01284,MARVEL,A0A7U2F269,4,136
PF01284,MARVEL,A6QXF9,2,128
PF01284,MARVEL,A1C4R1,5,129
PF01284,MARVEL,Q0CE97,5,131
PF01284,MARVEL,Q5KIU4,9,146
PF01284,MARVEL,A1DBK3,5,157
PF01284,MARVEL,A5DIF4,10,137
PF01284,MARVEL,A5E332,6,143
PF01284,MARVEL,Q6BHB0,4,133
PF01284,MARVEL,A3LNT7,7,132
PF01284,MARVEL,A3LNT6,7,132
PF01284,MARVEL,Q6CD20,9,145
PF01284,MARVEL,Q6CRJ1,73,213
PF01284,MARVEL,A7TL81,6,167
PF01284,MARVEL,YD218,6,151
PF01284,MARVEL,Q6FT38,8,169
PF01284,MARVEL,A1C9J0,11,136
PF01284,MARVEL,Q5BAE2,8,133
PF01284,MARVEL,A7EHU9,5,136
PF01284,MARVEL,A7UWP7,5,136
PF01284,MARVEL,A1CAJ4,6,137
PF01284,MARVEL,Q0CKJ8,6,137
PF01284,MARVEL,SNG1,21,169
PF01284,MARVEL,SNG4,18,163
PF01284,MARVEL,SNG4,18,163
PF01284,MARVEL,SNG2,20,165
PF01284,MARVEL,SNG1,20,167
PF01284,MARVEL,SNG3,20,166
PF01284,MARVEL,O44511,12,210
PF01284,MARVEL,SYPH,15,216
PF01284,MARVEL,O57343,15,218
PF01284,MARVEL,SYPL2,30,232
PF01284,MARVEL,SYPL1,28,233
PF01284,MARVEL,Q9VZ71,43,166
PF01284,MARVEL,MALD3,168,355
PF01284,MARVEL,Q21228,44,191
PF01284,MARVEL,SINGL,30,167
PF01284,MARVEL,Q9VYX8,26,152
PF01284,MARVEL,H2Q2D6,26,160
PF01284,MARVEL,MAL2,31,169
PF01284,MARVEL,MALL,22,149
PF01284,MARVEL,MAL,18,145
PF01284,MARVEL,CKLF8,36,162
PF01284,MARVEL,PLLP,32,160
PF01284,MARVEL,MYADM,25,151
PF01284,MARVEL,A0A2I2ZYW2,168,313
PF01284,MARVEL,Q96M12,91,236
PF01284,MARVEL,P83386,118,240
PF01284,MARVEL,Q95ZR6,49,177
PF15072,HROB,D8LFD2,98,183
PF15072,HROB,A4RZL0,95,178
PF15072,HROB,A0A090M2T4,100,183
PF15072,HROB,C1MIS1,95,180
PF15072,HROB,C1E049,112,197
PF15072,HROB,V4ZB21,603,696
PF15072,HROB,A9V007,1403,1487
PF15072,HROB,C6KT07,526,609
PF15072,HROB,A0A384LB67,516,599
PF15072,HROB,Q7RPF9,446,529
PF15072,HROB,H2NTV3,498,581
PF15072,HROB,G1KTL0,480,563
PF15072,HROB,H3CF72,32,115
PF15072,HROB,W5N2D5,148,231
PF15072,HROB,H0VWR0,430,513
PF15072,HROB,T1FQW9,361,445
PF15072,HROB,D6WUG7,107,193
PF15072,HROB,A0A8R2NMQ7,291,375
PF15072,HROB,Q384L2,31,116
PF15072,HROB,A4HGB1,32,117
PF15072,HROB,Q4DMJ5,31,116
PF15072,HROB,E2BZ65,199,286
PF15072,HROB,A0A7M7MTQ0,342,429
PF15072,HROB,D8S6H3,235,321
PF15072,HROB,J3MJU8,48,133
PF15072,HROB,W1PN84,267,353
PF15072,HROB,F6H7P8,129,215
PF15072,HROB,K7L540,107,194
PF15072,HROB,F4HYI1,167,253
PF15072,HROB,B9SWW6,145,250
PF15072,HROB,A0A3Q7FUK5,156,242
PF15072,HROB,A9S4J5,288,372
PF15072,HROB,A0A0D2VKZ9,304,387
PF15072,HROB,F4PB64,345,428
PF15072,HROB,M4C0X8,94,192
PF15072,HROB,D2VHT9,137,224
PF15072,HROB,Q4UB26,154,237
PF15072,HROB,F0ZXA0,320,404
PF15072,HROB,Q54SX9,319,402
PF15072,HROB,F4PJH7,394,477
PF15072,HROB,D3BKG7,388,471
PF15072,HROB,F2UHV2,427,511
PF15072,HROB,A7SFF9,393,476
PF00253,Ribosomal_S14,D7CVF0,10,60
PF00253,Ribosomal_S14,E4RJA6,11,60
PF00253,Ribosomal_S14,L0K768,10,60
PF00253,Ribosomal_S14,D9QTG2,9,60
PF00253,Ribosomal_S14,E4U9H2,10,60
PF00253,Ribosomal_S14,A0A1W1VPW4,9,60
PF00253,Ribosomal_S14,A0A068NKE5,10,60
PF00253,Ribosomal_S14,R7Y0U8,9,60
PF00253,Ribosomal_S14,C7MTW0,10,60
PF00253,Ribosomal_S14,D0L2J1,11,60
PF00253,Ribosomal_S14,A0A3N4DQ25,9,60
PF00253,Ribosomal_S14,RS14Z,11,60
PF00253,Ribosomal_S14,S0EXN5,10,60
PF00253,Ribosomal_S14,E1QX42,9,60
PF00253,Ribosomal_S14,F7UWC9,9,60
PF00253,Ribosomal_S14,C8WTW0,9,60
PF00253,Ribosomal_S14,F2JSH9,9,60
PF00253,Ribosomal_S14,A0A1A6ASG0,10,60
PF00253,Ribosomal_S14,RS14Z,10,60
PF00253,Ribosomal_S14,E6WYL2,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,G2KVX9,10,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,M9WAI0,9,60
PF00253,Ribosomal_S14,R4UD35,9,60
PF00253,Ribosomal_S14,A0A1I0C966,9,60
PF00253,Ribosomal_S14,S5LYE1,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,10,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,D5SQ87,10,60
PF00253,Ribosomal_S14,D3FEV8,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,D2R5V0,10,60
PF00253,Ribosomal_S14,RS14Z,11,60
PF00253,Ribosomal_S14,H1XVX7,9,60
PF00253,Ribosomal_S14,E8N3N7,8,59
PF00253,Ribosomal_S14,RS14Z,11,60
PF00253,Ribosomal_S14,C8W3Z8,9,60
PF00253,Ribosomal_S14,W0E9K5,9,60
PF00253,Ribosomal_S14,F0SY21,9,60
PF00253,Ribosomal_S14,L7VS28,10,60
PF00253,Ribosomal_S14,D7CJL0,10,60
PF00253,Ribosomal_S14,E8R3T7,9,60
PF00253,Ribosomal_S14,F2LXS9,10,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,10,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,F8C597,10,60
PF00253,Ribosomal_S14,E6SKY7,9,60
PF00253,Ribosomal_S14,G4Q735,10,60
PF00253,Ribosomal_S14,I2F3A4,10,60
PF00253,Ribosomal_S14,H2J791,10,60
PF00253,Ribosomal_S14,F0S1D3,9,60
PF00253,Ribosomal_S14,RS14Z,10,60
PF00253,Ribosomal_S14,RS14Z,10,60
PF00253,Ribosomal_S14,D8PCW5,9,60
PF00253,Ribosomal_S14,D1B5W2,11,60
PF00253,Ribosomal_S14,D5EDZ3,10,60
PF00253,Ribosomal_S14,H0UL91,11,60
PF00253,Ribosomal_S14,G0GFB2,9,60
PF00253,Ribosomal_S14,RS14Z,11,60
PF00253,Ribosomal_S14,F8EX35,9,60
PF00253,Ribosomal_S14,H9UGM5,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,10,60
PF00253,Ribosomal_S14,C0Q9W0,27,76
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,D1C2L8,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,D6Z3K9,6,55
PF00253,Ribosomal_S14,D3P924,9,60
PF00253,Ribosomal_S14,D8ICY1,9,60
PF00253,Ribosomal_S14,I4CE74,9,60
PF00253,Ribosomal_S14,E1QKR9,11,60
PF00253,Ribosomal_S14,A0A388SLF8,9,60
PF00253,Ribosomal_S14,RS14Z,9,60
PF00253,Ribosomal_S14,Q1ISA9,27,77
PF00253,Ribosomal_S14,I3ZL03,9,60
PF00253,Ribosomal_S14,F2NJC6,10,60
PF00253,Ribosomal_S14,RS14Z,11,61
PF00253,Ribosomal_S14,I4B7E5,9,60
PF00253,Ribosomal_S14,A0A1K1QGC1,11,60
PF00253,Ribosomal_S14,M1QHG1,12,61
PF00253,Ribosomal_S14,Q83ER3,45,98
PF00253,Ribosomal_S14,RS14,46,99
PF00253,Ribosomal_S14,RS14,36,88
PF00253,Ribosomal_S14,F8L0V7,47,100
PF00253,Ribosomal_S14,D6YVK9,47,100
PF00253,Ribosomal_S14,E1X0K9,47,100
PF00253,Ribosomal_S14,RS14,41,94
PF00253,Ribosomal_S14,B3S005,44,95
PF00253,Ribosomal_S14,D5EJU6,47,100
PF00253,Ribosomal_S14,W0RGU8,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,36,88
PF00253,Ribosomal_S14,F8L373,47,100
PF00253,Ribosomal_S14,S8BIU1,6,56
PF00253,Ribosomal_S14,A8PZG8,6,56
PF00253,Ribosomal_S14,S2JQG8,6,56
PF00253,Ribosomal_S14,C4Y3F4,6,56
PF00253,Ribosomal_S14,G2QSG3,6,56
PF00253,Ribosomal_S14,F1A460,5,55
PF00253,Ribosomal_S14,Q22MB0,5,55
PF00253,Ribosomal_S14,J3LT97,6,56
PF00253,Ribosomal_S14,A9RGD7,6,56
PF00253,Ribosomal_S14,RS29,6,56
PF00253,Ribosomal_S14,RS29,6,56
PF00253,Ribosomal_S14,M2NK88,6,58
PF00253,Ribosomal_S14,B8CC59,10,62
PF00253,Ribosomal_S14,RS14,35,88
PF00253,Ribosomal_S14,L0A4Y9,36,88
PF00253,Ribosomal_S14,D7CSA0,36,88
PF00253,Ribosomal_S14,E8UBW7,36,88
PF00253,Ribosomal_S14,D8RMW8,46,99
PF00253,Ribosomal_S14,A0A078FWD7,100,153
PF00253,Ribosomal_S14,Q1XG96,45,98
PF00253,Ribosomal_S14,B9T2M2,49,102
PF00253,Ribosomal_S14,S9VXS2,52,104
PF00253,Ribosomal_S14,B6K2I2,51,104
PF00253,Ribosomal_S14,R4XNZ2,45,98
PF00253,Ribosomal_S14,M7NVC2,47,98
PF00253,Ribosomal_S14,W1QDE9,72,123
PF00253,Ribosomal_S14,C4QW39,61,112
PF00253,Ribosomal_S14,I2H634,68,119
PF00253,Ribosomal_S14,H2APP7,61,112
PF00253,Ribosomal_S14,G8JW45,60,111
PF00253,Ribosomal_S14,G3AST9,61,114
PF00253,Ribosomal_S14,G8Y3G9,61,114
PF00253,Ribosomal_S14,G3BAB2,61,114
PF00253,Ribosomal_S14,M3INE5,61,114
PF00253,Ribosomal_S14,Q6FQ77,60,111
PF00253,Ribosomal_S14,RT02,61,112
PF00253,Ribosomal_S14,A0A015IJX1,52,103
PF00253,Ribosomal_S14,A8NY54,48,101
PF00253,Ribosomal_S14,F8PNV9,47,99
PF00253,Ribosomal_S14,A0A0K3CTE0,52,107
PF00253,Ribosomal_S14,U5HDQ2,50,102
PF00253,Ribosomal_S14,H6QQG4,49,101
PF00253,Ribosomal_S14,G4T9G7,46,99
PF00253,Ribosomal_S14,I4YB30,50,100
PF00253,Ribosomal_S14,A0A0D1BUC0,49,102
PF00253,Ribosomal_S14,S2K428,45,98
PF00253,Ribosomal_S14,G1XD06,66,119
PF00253,Ribosomal_S14,F4PAY8,46,98
PF00253,Ribosomal_S14,M2NGE1,59,112
PF00253,Ribosomal_S14,A0A7U2EPL7,59,112
PF00253,Ribosomal_S14,R1E8A9,59,112
PF00253,Ribosomal_S14,H6BRE3,60,113
PF00253,Ribosomal_S14,C4JSU5,59,112
PF00253,Ribosomal_S14,B6GYQ4,63,116
PF00253,Ribosomal_S14,A2QNQ1,59,112
PF00253,Ribosomal_S14,J5JN82,59,112
PF00253,Ribosomal_S14,G9NP05,59,112
PF00253,Ribosomal_S14,G2WVU3,59,112
PF00253,Ribosomal_S14,A0A4T0VU77,59,112
PF00253,Ribosomal_S14,S3C6F2,61,114
PF00253,Ribosomal_S14,A0A0C4DQN8,59,112
PF00253,Ribosomal_S14,F0XJ56,59,112
PF00253,Ribosomal_S14,G2Y9C6,59,112
PF00253,Ribosomal_S14,A7RI50,66,118
PF00253,Ribosomal_S14,A0A8R2B513,84,136
PF00253,Ribosomal_S14,G1K0C9,80,132
PF00253,Ribosomal_S14,A0A7M7FYV9,82,131
PF00253,Ribosomal_S14,T1FXH5,52,103
PF00253,Ribosomal_S14,E9G4C5,88,139
PF00253,Ribosomal_S14,H2Y340,77,126
PF00253,Ribosomal_S14,G4V8K8,124,176
PF00253,Ribosomal_S14,G3TAB9,74,126
PF00253,Ribosomal_S14,D6WKQ4,76,127
PF00253,Ribosomal_S14,E0VFT9,41,93
PF00253,Ribosomal_S14,B3MPT6,75,126
PF00253,Ribosomal_S14,B7Q348,82,134
PF00253,Ribosomal_S14,RT14,145,197
PF00253,Ribosomal_S14,RT14,47,100
PF00253,Ribosomal_S14,Q0P3I3,45,98
PF00253,Ribosomal_S14,D8TJG0,62,111
PF00253,Ribosomal_S14,K9SEQ7,47,100
PF00253,Ribosomal_S14,D1J7A5,46,99
PF00253,Ribosomal_S14,A0A125YHY6,265,316
PF00253,Ribosomal_S14,K9RA54,46,99
PF00253,Ribosomal_S14,RS14,46,99
PF00253,Ribosomal_S14,K9YGU1,46,99
PF00253,Ribosomal_S14,RR14,46,99
PF00253,Ribosomal_S14,K9SVQ7,47,100
PF00253,Ribosomal_S14,RR14,46,99
PF00253,Ribosomal_S14,RR14,46,99
PF00253,Ribosomal_S14,RR14,46,99
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,G2KQV0,41,94
PF00253,Ribosomal_S14,I3TNW9,47,100
PF00253,Ribosomal_S14,F1YST6,47,100
PF00253,Ribosomal_S14,RS14,48,100
PF00253,Ribosomal_S14,V5SFJ7,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,B8IS98,47,100
PF00253,Ribosomal_S14,E3HZT7,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,A4YSK5,32,85
PF00253,Ribosomal_S14,D5BQC9,47,100
PF00253,Ribosomal_S14,A0A098EGX9,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,F2I1H2,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,48,100
PF00253,Ribosomal_S14,E0TJ35,46,99
PF00253,Ribosomal_S14,J9Z1B0,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,D5CP78,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,S3C9H1,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,U5N7V6,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,F3QLY5,47,100
PF00253,Ribosomal_S14,C1DAT0,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,M5DVB7,47,100
PF00253,Ribosomal_S14,RS14,48,101
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,S6BVE6,42,95
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,D4ZE59,47,100
PF00253,Ribosomal_S14,K0C855,47,100
PF00253,Ribosomal_S14,E1VGL9,47,100
PF00253,Ribosomal_S14,D0KXI5,47,100
PF00253,Ribosomal_S14,RS14,48,100
PF00253,Ribosomal_S14,I1YKU7,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,I0AI30,35,88
PF00253,Ribosomal_S14,I6YSF0,36,88
PF00253,Ribosomal_S14,F0SNT0,35,88
PF00253,Ribosomal_S14,F7XUL3,47,100
PF00253,Ribosomal_S14,RS14,35,88
PF00253,Ribosomal_S14,I0IIH6,34,87
PF00253,Ribosomal_S14,G0VNI1,35,88
PF00253,Ribosomal_S14,RS14,36,88
PF00253,Ribosomal_S14,I0JIY2,35,88
PF00253,Ribosomal_S14,G8PA93,35,88
PF00253,Ribosomal_S14,RS14,36,88
PF00253,Ribosomal_S14,G9WFX6,35,88
PF00253,Ribosomal_S14,B3R004,39,88
PF00253,Ribosomal_S14,RS14,36,88
PF00253,Ribosomal_S14,R7XZW1,47,99
PF00253,Ribosomal_S14,E2SDK8,47,100
PF00253,Ribosomal_S14,C7R567,46,99
PF00253,Ribosomal_S14,F5XSE6,47,100
PF00253,Ribosomal_S14,D2NPI1,48,100
PF00253,Ribosomal_S14,W5VYT8,47,100
PF00253,Ribosomal_S14,R4SUS5,47,100
PF00253,Ribosomal_S14,D7BMX9,47,100
PF00253,Ribosomal_S14,D5UG97,47,100
PF00253,Ribosomal_S14,D3PUM4,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,C3PF13,47,100
PF00253,Ribosomal_S14,F8JJ86,47,100
PF00253,Ribosomal_S14,RS14,47,100
PF00253,Ribosomal_S14,E7FW38,36,88
PF00253,Ribosomal_S14,K8E245,35,88
PF00253,Ribosomal_S14,RS14,35,88
PF00253,Ribosomal_S14,J9W704,35,88
PF00253,Ribosomal_S14,RS14,35,88
PF00253,Ribosomal_S14,RS142,36,88
PF00253,Ribosomal_S14,I4ALV0,42,94
PF00253,Ribosomal_S14,F4KWV6,35,88
PF00253,Ribosomal_S14,A0A6B9ZJ39,35,88
PF00253,Ribosomal_S14,C6Y0S6,36,88
PF00253,Ribosomal_S14,W0F045,35,88
PF00253,Ribosomal_S14,F2IIR3,35,88
PF00253,Ribosomal_S14,RS14,35,88
PF02949,7tm_6,OR45A,64,362
PF02949,7tm_6,OR9A,68,381
PF02949,7tm_6,OR47A,56,375
PF02949,7tm_6,OR63A,74,403
PF02949,7tm_6,OR22C,69,392
PF02949,7tm_6,OR24A,68,388
PF02949,7tm_6,OR45B,68,386
PF02949,7tm_6,OR10A,70,396
PF02949,7tm_6,ORCO,70,476
PF02949,7tm_6,OR88A,73,392
PF02949,7tm_6,OR85F,68,381
PF02949,7tm_6,OR85D,84,400
PF02949,7tm_6,OR85C,62,369
PF02949,7tm_6,OR85B,63,370
PF02949,7tm_6,OR47B,88,402
PF02949,7tm_6,OR7A,80,394
PF02949,7tm_6,OR59C,79,385
PF02949,7tm_6,OR42B,76,381
PF02949,7tm_6,OR59B,77,382
PF02949,7tm_6,OR22B,79,381
PF02949,7tm_6,OR85A,77,379
PF02949,7tm_6,OR98A,74,379
PF02949,7tm_6,OR2A,66,387
PF02949,7tm_6,OR33C,60,372
PF02949,7tm_6,OR33B,61,369
PF02949,7tm_6,OR33A,60,367
PF02949,7tm_6,OR23A,59,365
PF02949,7tm_6,OR59A,64,386
PF02949,7tm_6,OR94A,69,376
PF02949,7tm_6,OR94B,66,372
PF02949,7tm_6,OR56A,124,407
PF02949,7tm_6,OR43A,56,364
PF02949,7tm_6,OR30A,58,366
PF02949,7tm_6,OR49B,52,364
PF02949,7tm_6,OR46A,62,365
PF02949,7tm_6,OR46B,62,373
PF04240,Caroten_synth,K9XTH6,56,270
PF04240,Caroten_synth,E0UAT1,54,268
PF04240,Caroten_synth,K9UA59,50,264
PF04240,Caroten_synth,K9SEB3,54,268
PF04240,Caroten_synth,K9QCM5,54,268
PF04240,Caroten_synth,K9TT88,59,272
PF04240,Caroten_synth,B2IU08,54,268
PF04240,Caroten_synth,K9RG87,54,268
PF04240,Caroten_synth,K9V8L1,54,268
PF04240,Caroten_synth,K9WMP0,54,272
PF04240,Caroten_synth,K9TKV9,54,271
PF04240,Caroten_synth,K8GL76,54,271
PF04240,Caroten_synth,K9RXU8,54,276
PF04240,Caroten_synth,Q8DLR4,57,279
PF04240,Caroten_synth,Q2JHM7,81,293
PF04240,Caroten_synth,K9SU03,53,266
PF04240,Caroten_synth,K9SNM0,54,267
PF04240,Caroten_synth,Q7NKX0,81,293
PF04240,Caroten_synth,U5QDV7,54,266
PF04240,Caroten_synth,D1C5V4,49,262
PF04240,Caroten_synth,F7XLE3,19,226
PF04240,Caroten_synth,O27838,36,239
PF04240,Caroten_synth,Q1ATY1,34,235
PF04240,Caroten_synth,R4VUK5,54,264
PF04240,Caroten_synth,L0ICZ7,49,256
PF04240,Caroten_synth,W0JMY7,75,285
PF04240,Caroten_synth,D3SQU9,83,293
PF04240,Caroten_synth,Q9HPE0,48,259
PF04240,Caroten_synth,Q5V533,62,272
PF04240,Caroten_synth,Q18GD1,59,269
PF04240,Caroten_synth,E4NQ97,64,274
PF04240,Caroten_synth,C7P311,56,266
PF04240,Caroten_synth,M1Y3S1,53,264
PF04240,Caroten_synth,A0A1U7EYY8,53,264
PF04240,Caroten_synth,E6TWF9,39,245
PF04240,Caroten_synth,A9WC74,45,263
PF04240,Caroten_synth,Q5YYZ3,44,251
PF04240,Caroten_synth,E8U4M4,98,310
PF04240,Caroten_synth,F0RL77,279,476
PF04240,Caroten_synth,Q9RY59,96,299
PF04240,Caroten_synth,K9Y801,59,273
PF04240,Caroten_synth,K9VXM9,54,267
PF04240,Caroten_synth,K9T681,54,268
PF04240,Caroten_synth,B1WX30,54,268
PF04240,Caroten_synth,P74043,54,268
PF04240,Caroten_synth,K9Z608,61,275
PF04240,Caroten_synth,K9YLB9,51,265
